timestamp,activity,x_gyro,y_gyro,z_gyro,x_accel,y_accel,z_accel
293620,running,-31336,25384,-25500,-2188,32767,4622
294121,running,-6324,10192,-15148,13365,-28434,-16768
294622,running,-18944,-1112,916,-8267,2458,2812
295123,running,2256,3676,3096,23481,10534,-24138
295624,running,-10648,-5040,-1880,-13997,-32768,-9024
296125,running,-7124,11916,-3404,10063,19155,25362
296626,running,-32768,-3032,-21436,9331,-18030,-5761
297127,running,-31956,23556,-12160,-3382,27301,-8744
297628,running,-9088,10504,-7736,13228,-23759,-2269
298129,running,-17872,2116,-1008,-21161,12582,-7465
298630,running,2252,8012,-1060,1200,10691,3631
299131,running,-12812,-5320,1800,-5330,-6362,4415
299632,running,-9868,13328,-3156,-15209,29878,21634
300133,running,-28032,7868,-15744,14600,-8361,-32627
300634,running,-23360,13796,-21408,-13111,32767,-13531
301135,running,-7376,13556,-10972,2700,-14876,-12838
301636,running,-16656,2420,-5416,-15004,15868,-2880
302137,running,12032,6788,-9240,-2295,2562,-7367
302638,running,-18192,608,-1160,-11742,-11180,-16235
303139,running,-6344,9428,-1296,6743,21756,5568
303640,running,-27448,9676,-10956,6305,-29737,-8130
304141,running,-28204,10476,-9044,1718,32767,27754
304642,running,-17272,3660,-11752,8117,-22569,-2155
305143,running,-14320,5096,-3456,-32768,5687,19622
305644,running,2440,9360,-6848,7918,-14133,-1594
306145,running,-13632,-148,2528,-21731,-13487,-197
306646,running,7180,3904,-284,12993,-12572,10757
307147,running,-15960,-2692,-9684,-13543,-29838,7848
307648,running,9068,7276,-20764,32767,32767,-32768
308149,running,-22984,10880,-32500,21969,-32768,6665
308650,running,-22516,12060,-15840,-16866,19558,3199
309151,running,-1612,6244,-4616,5867,-32768,-4971
309652,running,-20376,1100,-6060,-14935,9637,1938
310153,running,5956,9748,336,3009,-1807,-1412
310654,running,-14692,-2752,880,-7519,-4462,-7887
311155,running,4108,11680,-4576,-20106,27738,4070
311656,running,-14528,15424,-14016,8514,-11286,-17805
312157,running,-10192,2732,-13960,-4987,10609,-7866
312658,running,-2328,10912,-12436,-3075,15098,-10232
313159,running,-7092,12560,-13752,985,-7969,7520
313660,running,2496,9656,-18096,-5767,15621,-13915
314161,running,9932,7724,-8724,-5831,-5103,7683
314662,running,-3180,3856,-11856,4878,-21602,1632
315163,running,11204,17432,-16716,11490,18812,9801
315664,running,-9260,14440,-32768,17319,-32768,7015
316165,running,-16456,20072,-17380,-13795,23892,15354
316666,running,284,13196,-15540,28,-24803,3176
317167,running,-10092,-908,1576,-8416,2943,7631
317668,running,10992,11044,-5292,6873,-4003,6733
318169,running,-8324,6644,-13812,12784,-24669,1424
318670,running,-8304,30396,-27588,-8999,16791,2789
319171,running,-9396,20692,-18532,10837,-21743,4358
319672,running,-9236,144,-6884,-16897,22532,2789
320173,running,2960,14844,-3736,-10460,-6980,-3815
320674,running,-5504,-3308,2884,6097,9840,-9543
321175,running,7104,18192,-17576,-2262,15384,18541
321676,running,-27960,13580,-21540,25300,-20403,-17411
322177,running,-21288,26732,-32768,-25936,19860,1278
322678,running,-17912,22180,-27100,18410,-18225,-8456
323179,running,-12476,-800,-7948,-30057,18795,10391
323680,running,7132,13068,-5008,-1059,-6886,-4062
324181,running,-6208,-4776,2044,9723,-4741,-14195
324682,running,-1724,19092,-14424,-11882,17551,6289
325183,running,-22508,14480,-27788,32767,-16951,-5070
325684,running,-20880,15068,-24444,-32768,11429,10901
326185,running,-7404,22676,-21892,19185,-12532,-5384
326686,running,-5716,-1800,-5648,-9621,14331,13768
327187,running,6896,12928,-4532,-4501,-4402,-7081
327688,running,-6112,-6044,1292,6508,-2277,-6509
328189,running,-1016,22472,-19084,-12009,10115,14323
328690,running,-23148,18096,-27008,28777,-20359,-13236
329191,running,-18952,21720,-26268,-32154,10755,13139
329692,running,-4352,21212,-17472,14024,-12441,-4738
330193,running,-5232,-1356,-2588,-8631,7287,10057
330694,running,2732,14576,-5392,-9517,3239,-952
331195,running,-16448,12132,-24008,32767,-19165,-15548
331696,running,-26880,18112,-22136,-32482,7371,14061
332197,running,-752,20608,-20232,11695,-23649,-1092
332698,running,-6720,-1992,-2156,-25806,4406,1035
333199,running,824,13244,-664,-13252,-4381,8107
333700,running,-13708,7016,-4616,31657,2268,-20405
334201,running,-6260,28556,-32768,-14097,20415,14133
334702,running,-10284,17964,-29996,23245,-16200,-820
335203,running,-10012,13824,-23488,-23376,21414,3245
335704,running,-6212,16728,-16876,11671,-14872,-2458
336205,running,-8280,3692,-10500,-23602,14694,-3429
336706,running,-720,12268,-15572,9568,-13259,4150
337207,running,-6412,-5168,360,-3668,5950,-2285
337708,running,7280,11872,-7712,854,2404,7169
338209,running,-11728,2192,-11068,25052,-10370,-9091
338710,running,-2440,20632,-19876,-5012,15245,10249
339211,running,-13268,14148,-28076,19572,-22243,-2931
339712,running,-4248,17752,-26452,-10539,32767,3640
340213,running,-9344,12872,-28316,23401,-18414,6299
340714,running,-14180,3028,-17712,-31598,16924,452
341215,running,-940,13548,-10264,6801,-8481,3749
341716,running,-4844,-2412,-2588,-4241,11977,-7205
342217,running,4324,10964,-10216,-1578,3449,1904
342718,running,-3208,12872,-5908,1290,3649,-2328
343219,running,-1640,28392,-20564,-7317,19962,-2375
343720,running,-18212,18084,-22616,22633,-12871,-7875
344221,running,-14136,4144,-9772,-25709,9977,12231
344722,running,764,15268,-14204,8534,-7447,9670
345223,running,-6288,-1800,-2064,9522,892,-4486
345724,running,4452,10660,-5776,-3911,9337,6282
346225,running,-28760,19852,-27060,31382,-15656,-24699
346726,running,-13520,6684,-17764,-26945,21932,8808
347227,running,-1904,17464,-10972,1360,-5286,-4130
347728,running,-5316,-8528,-5896,-12878,8588,7001
348229,running,532,13432,-5164,-4081,-2221,6461
348730,running,-10848,204,-7624,15457,-6177,2088
349231,running,-9972,26788,-26048,-22053,14736,-3075
349732,running,-10272,19796,-21260,18077,-15146,-1297
350233,running,-8636,976,-5764,-15307,10375,1443
350734,running,9264,11408,-3844,366,-7443,3277
351235,running,-6368,-4320,1328,8968,-7439,-2849
351736,running,1388,26416,-18404,-2953,9684,13781
352237,running,-14932,21684,-30024,31419,-24328,287
352738,running,-13772,21784,-21668,-22048,10396,6545
353239,running,-1460,15740,-18312,12298,-18551,3827
353740,running,-5232,-1916,-2484,-9890,10126,2888
354241,running,1776,14276,-9532,-5808,4245,38
354742,running,-14372,3344,-9028,13629,-5977,-12373
355243,running,-12756,25536,-16824,-23709,17127,6866
355744,running,-20316,22692,-21972,16349,-14011,-8767
356245,running,-13344,15888,-16672,-21272,19736,4321
356746,running,-6768,15332,-12896,3559,-4120,-7676
357247,running,-5140,52,-3008,-10057,14189,5893
357748,running,4900,12896,-3400,-4274,-4198,-3725
358249,running,-8292,656,-3520,9491,-4517,-8314
358750,running,620,16988,-18836,-1880,17377,6382
359251,running,-19232,17268,-22276,16563,-18903,-12323
359752,running,-18944,16524,-22300,-28053,21307,6667
360253,running,-7244,18572,-19392,18868,-18080,-2195
360754,running,-7020,1776,-4108,-18679,9822,5207
361255,running,5092,13492,-11736,806,-5440,-68
361756,running,-8792,-1152,452,-3181,5961,-5108
362257,running,528,14896,-11428,5885,-9007,8871
362758,running,-9400,3352,-4688,-1288,4977,-3658
363259,running,5384,12412,-14884,-1878,-7746,4072
363760,running,-7200,5452,-8328,-5163,8663,-3346
364261,running,7448,7480,-2828,-926,684,5187
364762,running,-12320,912,-7368,14545,-11470,2
365263,running,-1260,23292,-17764,-4033,23174,-9020
365764,running,-16980,21072,-28304,16542,-16844,3007
366265,running,-14520,11460,-6332,-25694,2977,17242
366766,running,-6068,28688,-17036,2952,-2833,2957
367267,running,1376,-3348,-904,22562,11617,-6386
367768,running,-5840,12232,-23020,-32768,-11614,9278
368269,running,-8184,14152,-29248,24248,17298,-17677
368770,running,-816,792,-11032,-12393,-12524,-1203
369271,running,-16608,8228,-16452,6050,7997,-8990
369772,running,1552,-2184,-3916,-3554,-1125,2534
370273,running,-20112,10760,-9872,-5064,-2382,-1360
370774,running,-1940,6100,-5912,6001,3024,148
371275,running,-12612,15788,-2856,-16714,-8710,12972
371776,running,-21476,9608,-10072,-7804,26159,2400
372277,running,-4328,4444,-1056,54,-20292,6513
372778,running,-17548,-4488,5888,-5484,-8554,-5331
373279,running,-12560,14488,-3600,7726,32767,-13154
373780,running,-20712,25064,-20220,5351,-32768,-17444
374281,running,-19568,18108,-17656,3306,32767,11435
374782,running,-1488,5044,-15876,-6098,-31719,12897
375283,running,-19568,9624,-6536,-3132,19473,-4219
375784,running,-3192,3592,-5168,8444,-13245,-680
376285,running,-17868,8368,-3384,-5778,11368,-994
376786,running,-340,5640,-1396,10438,-10474,-2270
377287,running,-23296,7064,-7656,1398,-4441,-6297
377788,running,-4824,7288,1456,-7980,21778,-13894
378289,running,-22868,9564,-3160,4406,-11581,-17168
378790,running,-15292,-2280,-15508,-28455,24589,9260
379291,running,-14192,8748,-10228,15859,-22626,-4016
379792,running,-16884,3256,-9768,-9245,9783,1457
380293,running,-5976,680,-2464,10460,-4553,9126
380794,running,-14644,2636,-2504,-2323,-11300,-15707
381295,running,-8420,3600,-2488,630,12373,-844
381796,running,-23044,7256,-9448,-1681,-444,3446
382297,running,-15132,7560,-5208,-4626,12473,7129
382798,running,-408,6992,-13208,24385,-20469,-13715
383299,running,-23092,5668,-10048,-9508,4118,4074
383800,running,2616,-4464,1220,423,-4179,-11148
384301,running,-18204,1532,-10068,-2937,-16668,-11291
384802,running,-18448,14448,-12816,2274,17775,-4057
385303,running,-17836,21760,-8416,-5764,-32768,-12270
385804,running,-24176,13128,-1368,-11428,12051,17338
386305,running,-4816,2652,-860,-572,-23053,-12570
386806,running,-18368,5472,-5208,-4150,8007,-3918
387307,running,644,3320,-664,-5911,19618,-2796
387808,running,-20356,4880,-6580,-937,-12956,-9155
388309,running,2100,5204,392,-2944,32767,8529
388810,running,-22916,12096,-16576,3124,-20921,-11316
389311,running,-26616,21644,-18196,-13683,16646,-2441
389812,running,-10932,11348,-13244,10481,-25487,-8191
390313,running,-13540,-1116,-9484,-31053,14877,12505
390814,running,5000,10768,-4432,8975,-32768,-11489
391315,running,-14496,-240,-24,-131,-3593,-3729
391816,running,-1044,6164,-7268,4057,32767,16191
392317,running,-20404,16856,-20956,6414,-20430,-17756
392818,running,-15692,17616,-19836,-7088,20343,5368
393319,running,-11832,11020,-18080,1734,-29366,-4659
393820,running,-17224,8244,-16496,-7538,23709,-3552
394321,running,3524,14128,-2000,-2716,-4656,-12219
394822,running,-17276,1016,-8260,-4800,5642,-8426
395323,running,-3968,4188,-4076,6962,20718,3464
395824,running,-18200,7232,-6556,7064,-18406,-2135
396325,running,1024,3344,-4532,19902,32767,16722
396826,running,-25588,12360,-24508,1442,-29281,9868
397327,running,-22284,15788,-14532,883,17801,-22422
397828,running,-6532,1888,-4636,17149,-32768,1812
398329,running,-17128,4896,-3156,-7055,-6927,14045
398830,running,-392,11940,-664,7708,-27497,-5096
399331,running,-15940,-1428,-2376,-3388,-5643,2825
399832,running,-328,6596,-3368,-154,22138,7672
400333,running,-25256,10724,-4424,-9021,-9580,1215
400834,running,-22704,16068,-18372,-17426,32767,10561
401335,running,-19484,10800,-14356,-3885,-9427,-7371
401836,running,-15652,10500,-11496,-12767,23341,-11302
402337,running,4468,7304,-1960,4933,-27198,-13625
402838,running,-12048,5200,-1368,-7798,-4143,-3880
403339,running,-24572,32767,-24848,-3588,30520,23092
403840,running,-12056,4984,-11764,-11998,-5761,-25333
404341,running,-11628,8576,-5276,-16834,15332,-10166
404842,running,-4732,7516,-4168,3249,-4652,7144
405343,running,-10932,-4876,-300,-752,-12527,5391
405844,running,-7548,18080,-9204,1971,10732,1940
406345,running,-16704,21272,-6696,3956,-32768,5314
406846,running,-13584,8668,7576,9657,-5306,-1079
407347,running,900,-4244,-12292,6709,-12713,-3111
407848,running,-32768,12044,-6136,2028,-2049,7715
408349,running,-10348,13780,2760,10489,-16709,24757
408850,running,-956,15256,-4712,657,-2136,-10351
409351,running,-23208,6460,-928,-5433,-23976,-13987
409852,running,-26864,25880,-14908,-9550,9351,12538
410353,running,-5716,3172,-2964,8157,-26633,-9161
410854,running,-3848,2556,4008,-5045,8780,-2918
411355,running,-3396,4880,-712,-46,12599,5425
411856,running,-21012,11580,-5236,-4311,-625,8401
412357,running,-16356,12416,-8120,-16188,15294,-8312
412858,running,11116,7228,-7272,-4428,-32768,-12421
413359,running,-12516,-3372,5596,2681,-6500,-14965
413860,running,5988,3124,-644,2979,29430,9726
414361,running,-21676,20704,-4588,7885,-23803,-18527
414862,running,-32768,27204,-32768,-868,32767,-7735
415363,running,-13280,16800,-14344,-7106,-29105,6532
415864,running,-23720,11204,-8940,1380,15746,-2007
416365,running,4508,5448,-540,-8641,-22900,-13258
416866,running,-12836,5168,-508,-157,600,-3551
417367,running,3368,1228,1756,4024,-3175,10184
417868,running,-23936,17936,-14008,166,-31588,3970
418369,running,-15556,14700,-10792,18887,32767,-24033
418870,running,-8276,11000,-15016,-27659,-31380,4806
419371,running,-17964,3460,3692,-3855,8295,-4670
419872,running,4520,-3960,-1036,2132,12359,-10163
420373,running,-19968,9116,-4248,5689,-17553,-9328
420874,running,-32768,32767,-9368,28885,32767,21566
421375,running,-21312,19516,-23792,-14618,-32768,5683
421876,running,-24460,16008,-8528,8031,17563,-7726
422377,running,2424,5312,-1840,-10863,-18977,-15862
422878,running,-14112,1600,-1776,-7735,6759,-5996
423379,running,3872,-2612,984,-11752,-7627,8356
423880,running,-16652,7084,2308,-2384,-2613,-6487
424381,running,2940,-688,-2012,16984,11113,3670
424882,running,-6548,-2248,-3836,9389,-17343,1638
425383,running,-4912,8560,-10484,10678,32767,-1384
425884,running,-28640,15848,-6908,-2898,-21265,15392
426385,running,-16024,20744,-20048,17069,32767,14063
426886,running,-15572,12620,-13980,-7117,-32768,-2604
427387,running,-16932,21900,-8480,7446,10620,10782
427888,running,2564,6380,-11372,-1375,-32768,-14326
428389,running,-13300,4080,2280,-5753,-10941,2117
428890,running,1780,3000,-2896,17613,5047,-1224
429391,running,-14112,5028,-2372,-1492,-19580,-7104
429892,running,-14472,23176,-28840,2894,32687,-23280
430393,running,-22788,18864,-15768,-7833,-16262,-10666
430894,running,-19316,15912,-18148,-9164,32767,-1908
431395,running,-16356,32767,-19768,-2904,-32768,-274
431896,running,-13384,10080,-4732,-661,27468,-8217
432397,running,6548,10956,-4520,14081,-26748,-3681
432898,running,-8312,2980,1308,-8891,6411,-2817
433399,running,5976,-2372,184,701,7325,1231
433900,running,-12972,3100,1112,-15518,6193,-9403
434401,running,1148,6452,-5492,-2147,32767,12613
434902,running,-27748,20356,-14004,-234,-20893,-9881
435403,running,-20480,17700,-13116,2821,31054,2709
435904,running,-12632,9788,-12296,5742,-28835,206
436405,running,-18224,13216,-10504,2605,24704,-16695
436906,running,-7608,5364,-9844,-10756,-27458,1972
437407,running,-16212,11308,436,1415,7463,-715
437908,running,-9428,-1864,224,6462,-23801,-4881
438409,running,-17940,336,-9792,-1994,9090,1956
438910,running,-6008,320,-5064,8056,-22175,-5725
439411,running,-20728,940,-3060,-289,98,2368
439912,running,-2372,-3444,-9356,-6363,-19481,-2654
440413,running,-17624,400,-232,4143,-10397,5055
440914,running,-3016,7252,492,445,20164,-7437
441415,running,-14576,7536,-13452,11691,-26158,-1801
441916,running,-18544,16272,-19340,-7223,25969,-3374
442417,running,-6752,8884,-12976,2569,-22656,2979
442918,running,-17128,5732,-3980,-12751,8734,-2567
443419,running,5496,10620,-1444,-5036,4486,-1376
443920,running,-13600,12,-2980,-1443,-9056,-15658
444421,running,-2556,3664,-424,-5582,25328,12601
444922,running,-27576,11300,-20968,684,-23863,12630
445423,running,-18648,13772,-7960,-410,13843,-9243
445924,running,1260,1008,2852,-1072,-16117,-2933
446425,running,-14316,2180,3720,863,-5450,12446
446926,running,-24580,16752,-4620,-7996,32767,-7707
447427,running,-14336,1272,-10428,6052,-28074,-507
447928,running,-18892,6428,-2836,-2569,10106,6294
448429,running,3780,-3348,-4824,-385,127,1535
448930,running,-20252,6692,-5444,-8123,-14296,-5238
449431,running,-20244,17768,-26712,-6391,28693,16426
449932,running,-15036,6684,-13756,7504,-26643,-490
450433,running,-21956,8916,-10372,-235,21074,-10961
450934,running,-6128,-908,-2412,11260,-28698,-28139
451435,running,-18804,6232,1376,-4819,-2929,2197
451936,running,48,1796,-1860,8037,18581,-2082
452437,running,-29292,-3452,-7124,2616,-9065,-17283
452938,running,-8696,8748,-11744,-19242,31566,2775
453439,running,-20640,8336,-18968,-481,-32768,4034
453940,running,-20140,15764,-14448,-7125,29732,4698
454441,running,-7124,9840,-11880,-663,-29281,7263
454942,running,-19904,13396,-9728,-1209,20337,-6256
455443,running,-10216,10092,-5568,10120,-32768,-552
455944,running,-22320,4672,-5332,-1373,1601,1610
456445,running,6128,7604,4720,3416,8780,-5053
456946,running,-18192,2316,-6956,-1254,-8229,-6454
457447,running,1048,708,-2604,12035,19088,-682
457948,running,-18420,788,-5532,3107,-19198,-7353
458449,running,-13892,24752,-32768,-8163,32767,7417
458950,running,-17208,12704,-16740,3747,-30263,-2861
459451,running,-18780,4528,-13140,54,21268,1143
459952,running,4660,8676,1120,4419,-30233,-5277
460453,running,-18208,580,-6056,2588,-1888,-6072
460954,running,-260,1928,-884,1888,10088,-6797
461455,running,-22524,1916,-6560,2466,-12620,-7991
461956,running,-2264,-2588,-6880,8742,29546,12695
462457,running,-18300,11284,-14028,-6571,-32768,1512
462958,running,-15920,16004,-20708,-678,32767,-3172
463459,running,-8236,9136,-12288,-4330,-32087,-3450
463960,running,-19532,17988,-19704,2748,25504,4918
464461,running,-3028,5788,-19240,8357,-32768,-7052
464962,running,-17408,9384,-3676,-2764,9929,-541
465463,running,2280,2244,1744,7353,-13762,-1255
465964,running,-18728,5068,-2564,-2709,-7029,-3423
466465,running,504,-896,-3464,5272,4921,-8352
466966,running,-22028,6364,-12248,-2914,-6697,-12635
467467,running,-2588,6920,-9308,6457,32767,5717
467968,running,-22876,7256,-12812,1421,-18967,-6181
468469,running,-12748,7596,-8540,-6751,25080,-10829
468970,running,-19652,4288,-13764,9832,-20394,684
469471,running,-20952,10692,-22600,-9956,24373,5303
469972,running,-12688,8344,-10352,4154,-21815,-4863
470473,running,-19108,10820,-12256,-11965,20349,1592
470974,running,-5960,6848,-8340,14788,-30294,2588
471475,running,-19408,2728,-8120,-3573,9557,146
471976,running,-1280,6000,824,4111,-5909,-1804
472477,running,-19636,2184,-4636,-5545,-3462,-2783
472978,running,-720,3316,-2924,7398,25730,2819
473479,running,-22948,8808,-11916,-4252,-15249,-10087
473980,running,-13244,14324,-15100,4048,28701,4771
474481,running,-9184,8596,-9180,-357,-28219,1070
474982,running,-23880,7672,-13068,-1729,13266,-5035
475483,running,4832,6704,2196,-625,1846,-2751
475984,running,-18316,-1148,-7516,-1371,-1156,-8708
476485,running,5696,4720,3764,-2077,2301,-3832
476986,running,-19124,3888,-9136,-3012,-2779,-9362
477487,running,-22136,10848,-5392,-10252,30326,-11637
477988,running,-21504,2056,-12612,7999,-16421,-3767
478489,running,-9688,14344,-18848,-5323,26409,-14848
478990,running,-21128,6292,-18040,7964,-24767,63
479491,running,-17104,8984,-16196,-2273,26615,-3011
479992,running,-6924,9592,-11596,-1027,-29544,13753
480493,running,-19804,2388,-10436,-11917,12182,-2151
480994,running,5932,2560,-3060,7215,-16489,11749
481495,running,-22664,1584,-4528,-4106,4091,-3907
481996,running,-6992,6844,736,8408,5906,-8375
482497,running,-16964,2548,-13544,1474,-19417,-2540
482998,running,-4296,5252,-14736,-17326,20515,-3841
483499,running,-32568,12784,-16916,-4097,-27181,1337
484000,running,-16748,12508,-29940,-7192,32767,-217
484501,running,-22992,14992,-23060,12171,-32768,6072
485002,running,-24244,13736,-6012,351,32253,-6152
485503,running,-2244,1328,-10048,7172,-32768,-20571
486004,running,-18684,2928,-1596,-1683,-8866,1628
486505,running,2272,3464,-2144,6029,20053,2286
487006,running,-23452,6376,-15716,10433,-11170,-12801
487507,running,-7928,13900,-29564,-10042,32767,5416
488008,running,-22192,18948,-22008,108,-25589,-24337
488509,running,-32608,23608,-17348,-9618,32767,3715
489010,running,-5392,11460,-19584,1598,-29369,-8362
489511,running,-17300,3772,-6308,-7112,9897,104
490012,running,4928,2356,1388,12811,-19995,-2310
490513,running,-19988,4320,-5260,-5047,-7511,2569
491014,running,-7144,4012,-9716,-3959,13323,43
491515,running,-12628,1912,-13800,12994,-13147,-7686
492016,running,-9276,8684,-11824,3075,20461,9126
492517,running,-5876,7376,-12204,1679,3672,-7150
493018,running,13888,6616,-17268,-10631,-6798,-3727
493519,running,-5020,13632,2724,3068,19823,6113
494020,running,-3892,15920,-8964,-9184,3080,4210
494521,running,-11928,11824,11988,1190,2642,-7062
495022,running,-6704,16364,56,18241,18230,20385
495523,running,4068,15760,-16584,6785,-11645,9593
496024,running,-3848,-2336,-4124,-7768,6727,-5953
496525,running,7108,17868,-14664,-6109,-722,382
497026,running,-7984,2820,-18884,29751,-8999,817
497527,running,-8028,15540,-29240,-19035,14548,1019
498028,running,-13068,4720,-24904,28168,-22241,-4121
498529,running,-9392,13668,-27408,-23026,18874,2429
499030,running,-9580,15260,-23100,16545,-15824,-11849
499531,running,-7960,7436,-14680,-26156,14536,-707
500032,running,-2380,21492,-14652,4352,-781,-9093
500533,running,-3216,-3392,1492,6098,20430,-4222
501034,running,-708,18332,-26248,-24510,10725,1238
501535,running,-20272,10264,-27928,32767,-10742,-13022
502036,running,-9288,-3752,-12728,-28290,11603,2541
502537,running,8616,17068,-10624,2212,-1042,10799
503038,running,-4912,-7956,-4176,22743,-22034,-2487
503539,running,-17252,23412,-32768,-26700,5468,14369
504040,running,-19756,12108,-30796,32767,-10698,-4738
504541,running,-16584,3660,-18500,-32768,13598,3195
505042,running,-4272,17220,-15572,14083,-7754,-4717
505543,running,-4304,-9128,2136,4673,-7919,-6395
506044,running,-6020,17308,-30896,-13716,17738,7422
506545,running,-24744,12976,-32768,32767,-9000,-1907
507046,running,-7756,-3344,-12716,-17314,7341,4938
507547,running,660,11320,-9724,-11219,-551,-17409
508048,running,-9316,-4788,-2504,17342,4336,-16521
508549,running,-9708,12924,-26948,-32768,15771,-1399
509050,running,-18912,10292,-31404,17475,-15458,2649
509551,running,-8708,-4420,-3988,-20956,-3886,-4751
510052,running,1428,13516,-5568,-795,476,8661
510553,running,-23236,204,-13232,27461,-19968,-11936
511054,running,-23592,21424,-32768,-22982,9394,2770
511555,running,-11984,12240,-17332,17822,-12148,11975
512056,running,-7540,-3476,244,-9766,2020,-772
512557,running,2024,13432,-7964,8688,-1813,14287
513058,running,-13412,-4132,-11664,26348,-22130,-3844
513559,running,-7436,21228,-32768,-10414,23288,2021
514060,running,-9288,17084,-22420,12697,-10659,-3564
514561,running,-5136,-5756,-7296,-18158,13245,-8612
515062,running,5700,10832,-9220,-11220,3114,-2194
515563,running,-20984,5396,-14592,17913,-6912,-4586
516064,running,-25168,10156,-31324,-31426,21620,-229
516565,running,-7216,12372,-11916,14412,-10803,-1721
517066,running,-2744,-8240,-5040,-17805,19725,-5432
517567,running,-1944,14972,-26288,-21879,8217,-14512
518068,running,-24492,17904,-19480,20204,-6085,-11811
518569,running,-18904,7024,-18128,-28019,19133,12893
519070,running,776,10028,-12800,11804,-14709,8547
519571,running,-6920,-9520,3736,4979,-5983,-244
520072,running,-204,15472,-18020,-9826,12534,4033
520574,running,-23684,8056,-32124,32767,-24285,1348
521075,running,-20912,8584,-15500,-24454,18361,12949
521576,running,-440,11416,-13944,13840,-12492,6615
522078,running,-3996,-11012,2616,2484,-8429,5479
522579,running,2148,12816,-16520,3361,4826,4584
523081,running,-16396,6480,-25420,31506,-23743,-2042
523583,running,-23452,13080,-22356,-25818,5323,9626
524084,running,-4652,14312,-13452,14149,-11764,308
524586,running,-3312,-6860,-304,-12193,7685,-3701
525088,running,-240,11216,-9772,-15271,8631,2248
525590,running,-20512,9320,-20156,21663,-17934,-10967
526091,running,-22188,10744,-27620,-28766,22803,-567
526593,running,-7264,13940,-11216,7015,-8812,-4741
527095,running,-556,-5252,-3696,-13548,19018,-5044
527597,running,2740,11464,-14104,-23782,14039,-13830
528099,running,-15524,-520,-8804,32767,3554,-14282
528601,running,-15196,13456,-32768,-32768,12284,3531
529102,running,-17348,11276,-27832,21652,-8360,589
529604,running,-9400,-2772,-3688,-19552,-5436,21212
530105,running,776,14612,-7824,9189,-2872,6856
530606,running,-5280,-8740,-40,11637,-7145,-6100
531108,running,-5392,18064,-20116,-6848,15111,14663
531609,running,-20664,6008,-32768,32767,-21331,-8960
532111,running,-23656,2704,-19160,-22288,11362,19650
532612,running,-2724,11796,-15668,7367,-5674,11779
533113,running,-4412,-5592,-2576,-5687,-10760,-2581
533614,running,-4432,12616,8212,6947,-6980,9716
534115,running,-24420,10460,-14552,32767,748,-12095
534616,running,-17948,14920,-32768,-32768,17724,-5445
535117,running,-2764,15460,-15844,14268,-9272,-4155
535618,running,-1552,-4008,-5364,-13895,14323,-1241
536119,running,864,11936,-11508,-4390,1176,-2792
536620,running,-3300,-2380,-2508,4491,-881,-10558
537121,running,-2200,10960,-26508,-20681,11232,-9402
537622,running,-21812,6492,-27960,32767,-15184,-9173
538123,running,-13844,7844,-26248,-31940,6796,-4925
538625,running,-10332,13560,-17160,8541,-4196,-9318
539126,running,-1888,700,-11032,-27723,10383,8270
539628,running,4320,9616,-4392,10006,14990,-5623
540130,running,-5096,-2228,-13336,19824,-3567,-3415
540632,running,-32768,15480,-13544,-23178,-10623,14725
541133,running,-15560,5552,-32300,28967,-20919,524
541634,running,-20148,6840,-16904,-30323,5393,4961
542135,running,-808,12512,-12296,12843,-16007,3334
542637,running,-9864,-7792,-916,-11488,4762,-3900
543139,running,4816,9904,-7960,1806,1896,7619
543641,running,-10884,-5716,-8692,25771,-11209,2650
544143,running,-14444,25056,-32768,-8530,10557,14801
544645,running,-15368,12116,-32768,32496,-23745,4989
545146,running,-11032,4,-10748,-21074,4815,7652
545647,running,4220,12604,-12456,-57,-15011,-974
546149,running,-6344,-6152,700,1763,4248,-8189
546651,running,-840,12268,-18492,-18281,11531,3460
547153,running,-18156,14084,-30952,23585,-10443,-9308
547655,running,-7608,2776,-15772,-24399,21589,-403
548157,running,-1280,12756,-9868,2748,-2912,3681
548658,running,-4028,-5580,-1164,-9715,2920,-5683
549160,running,-2192,14408,-14352,-9022,10488,1303
549662,running,-18076,5860,-19056,28030,-749,-11587
550164,running,-10708,10900,-32768,-32768,16520,-6267
550665,running,-19556,9664,-27892,29765,-7954,-4835
551166,running,-9180,4156,-6028,-15898,-5907,11270
551667,running,-4476,15156,-16320,12935,-7806,5533
552169,running,6500,-3564,-7648,-7286,5216,-765
552671,running,4636,3020,-2228,2098,12674,8400
553173,running,-6840,8860,-14604,10473,-20880,867
553675,running,-3756,23020,-25136,-16940,14782,10320
554177,running,-11632,18488,-28320,21959,-25823,-3747
554679,running,-10372,9440,-11848,-13046,6843,15802
555181,running,1624,9008,-17108,12758,-13690,14306
555683,running,-6560,-1444,-2040,-9134,179,2636
556185,running,4248,12016,-11672,-6364,-1010,1862
556687,running,-2644,6480,-4104,43,3953,-4441
557189,running,324,11784,-15164,-11919,14927,-5034
557691,running,-11188,17176,-23772,18874,-13300,-8743
558193,running,-4904,10252,-24276,-21397,16564,-13089
558695,running,-10048,6136,-17528,2013,-6844,-17743
559197,running,-6608,6568,-9064,2510,9484,2136
559699,running,-7860,5864,-8536,-10381,-8558,-5315
560200,running,-14668,10644,-2712,-10208,3562,2664
560701,running,-5836,11260,1876,-10400,15614,15049
561202,running,-27224,948,-12896,180,-3698,-9453
